idx	toxic_comment	neutral_comment	toxicity_score	dataset	toxic	confidence_toxic	is_match	confidence_is_match
8044	везде найдётся долбаёб без мозгов	Везде найдётся глупый человек	0.9976492524147034	ru	False	0.9533	True	0.9862
20102	Ты мразь без совести и чувства сострадания	У тебя нет совести и чувства сострадания	0.998472273349762	ru	False	0.9531	True	0.9565
4618	ей чувиха ,а жопа у всех одинаковая ты в курсе (бутуз)	Эй девушка, а попа у всех одинаковая ты в курсе	0.9993240833282472	ru	False	0.9333	True	0.9913
11602	водитель красава на хер таких пидоров	Водитель красавец,выгонять таких наглецов	0.9992998838424684	ru	False	0.9333	True	0.9869
15112	придурки,лечите больных!вам бы только деньги содрать и положить себе в корманы.долбоёбы!	Лечите больных! Вам бы только деньги себе в карман положить	0.9335088729858398	ru	False	0.9333	True	0.9829
14787	здесь похоже одни жополизы пукинские собрались....	здесь похоже одни сторонники пукинские собрались....	0.9928586483001708	ru	False	0.9333	True	0.9565
3511	если это видео, то я папа римский! какой долбоёб сделал такую заставку! изображение платошкина н.н	если это видео, то я папа римский! кто сделал такую заставку! изображение платошкина н.н	0.9911265969276428	ru_test	False	0.9999	True	0.9999
1611	ну и второе и самое важное для европы и пендосов	Ну и второе и самое важное для европы и американцев.	0.8936012983322144	ru_test	False	0.9999	True	0.9995
2615	сто процентов твоя правда с 4 утра хуя ищит ,но все ее отвергают а она липнет как гавно в обуви	Сто процентов твоя правда с 4 утра ищит но все ее отвергают,а она пристают	0.9888961315155028	ru_test	False	0.9999	True	0.9995
7338	Тебя ебет? Она тебя вроде не трогает, зачем лезть в её пространство личное	Тебе чего?Она вроде не трогает,зачем лезть в ее пространство личное	0.9886372685432434	ru_test	False	0.9999	True	0.999
5024	ваууу какая сексуальная сука просто бомба	Вау, какая сексуальная. Просто бомба.	0.9842126965522766	ru_test	False	0.9999	True	0.999
2291	молодец!!! обезьянам пиздюлей отвесила.а то что судят то это ебаная толерантность.	Молодец!!!  Наказала этих людей. А то что судят, то это толерантность	0.993845760822296	ru_test	False	0.9999	True	0.9988
1263	Он же официально беженец в гейропке	Он же официально беженец в европе	0.9414680004119872	ru_test	False	0.9999	True	0.9983
2978	...или пиздабольши , скорее всего !	или вруньи скорее всего	0.9952818751335144	ru_test	False	0.9999	True	0.9972
3696	а кто тебя заставляет их лайкать?не хочешь не надо,дура блин..	а кто тебя заставляет их лайкать?не хочешь не надо..	0.9748270511627196	ru_test	False	0.9999	True	0.9972
1112	десять долбоебов гоняют мячик!...а десят тысяч это смотрят!.....	Десять человек гоняют мячик!... А десять тысяч это смотрят!...	0.993529498577118	ru_test	False	0.9999	True	0.9972
705	ты на зп посмотри че ты пишишь далбоеб 🤣	ты на зарплату посмотри че ты пишешь гражданин	0.9925975799560548	ru_test	False	0.9999	True	0.9955
7413	ну и славу богу что этого дерьма ебаного больше не будет, совёнок ебаный	ну и славу богу что этого  больше не будет, совёнок	0.9960548877716064	ru_test	False	0.9999	True	0.9955
3968	я думаю что почивший иваньков был намного честнее и порядочнее патриарха гундяева путлировского жопализа !	я думаю что почивший иваньков был намного честнее и порядочнее патриарха гундяева	0.9833106994628906	ru_test	False	0.9999	True	0.9952
7426	Что на стриме по поводу дат, ну ты же сам проебался	Что на стриме по поводу дат.ну ты же сам все упустил	0.9597082138061525	ru_test	False	0.9999	True	0.9952
2038	дибилоиды, а где три богатыря наши	Где наши три богатыря	0.9825075268745422	ru_test	False	0.9999	True	0.9952
1263	Он же официально беженец в гейропке	Он же официально беженец в Европе	0.9414680004119872	ru_test	False	0.9999	True	0.9952
2219	ну не пидоры они после этого ?	Кто они после этого	0.9958370923995972	ru_test	False	0.9999	True	0.9941
3511	если это видео, то я папа римский! какой долбоёб сделал такую заставку! изображение платошкина н.н	если это видео, то я папа римский! кто сделал такую заставку! изображение платошкина н.н	0.9911265969276428	ru_test	False	0.9999	True	0.9941
7290	такую всю ноч ласкать и трахать	Такую всю ночь ласкать и заниматься любовью	0.995027482509613	ru_test	False	0.9999	True	0.9936
4400	пидоры гнойные,крым был,есть и будет наш российский!!!	Крым был и будет наш Российский!!!	0.9967009425163268	ru_test	False	0.9999	True	0.9935
6027	эти пидарасы бы ловили преступников, как и дед сказал	Эти господа ловили бы преступников, как и дед сказал	0.9959151148796082	ru_test	False	0.9999	True	0.9918
2103	он дебил, не прощайте его, так и будет придавать в любой ситуации.	Не прощайте его, так и будет предавать в любой ситуации	0.9873364567756652	ru_test	False	0.9999	True	0.9914
3204	пиздишь и сам не знаешь о чём	Говоришь и сам не знаешь о чём	0.9898354411125184	ru_test	False	0.9999	True	0.9913
4303	сколько твари украли, и крохи кому-то дали!!!)))) после такого антинародного жополизского заявления выхожу из этой группы!!!👊	сколько они украли, и крохи кому-то дали!!!)))) после такого антинародного заявления выхожу из этой группы!!!👊	0.9861803650856018	ru_test	False	0.9999	True	0.9912
5683	эта тварюга уже на своём месте.	этот человек уже на своём месте	0.9820646643638612	ru_test	False	0.9999	True	0.9912
50	ебливая группа одна реклама, пидлры продажные..	что за группа одна реклама..	0.9956089854240416	ru_test	False	0.9999	True	0.9911
2385	че пидор не на того нарвался ,да?	Что, не на того нарвался, да?	0.9960054755210876	ru_test	False	0.9999	True	0.9904
2059	вот на этом ты сука и пытаешься выжить	Вот на этом ты и пытаешься выжить	0.9910900592803956	ru_test	False	0.9999	True	0.9904
1072	один вопрос.а на хуя? а потом армия спасателей дибилу, а в это время нужна помощь нормальному человеку.	один вопрос.а для чего? а потом армия спасателей ему, а в это время нужна помощь нормальному человеку.	0.9936904907226562	ru_test	False	0.9999	True	0.9904
7215	знает он про тот конфликт! уебок!	знает он про тот конфликт!	0.994437336921692	ru_test	False	0.9999	True	0.9904
3028	так получается,что батька за одно с киевом придумали эту хрень!?блядь,так ещё никто необделывался,как лукошенко....как жить будет с этим позором,идиот?!	так получается,что батька за одно с киевом придумали это!? Не знаю что делает лукошенко .как жить будет с этим?	0.9923639297485352	ru_test	False	0.9999	True	0.9887
664	во народ дебил-верят всякой хрени в инете	Народ верит всему в интернете	0.9551957249641418	ru_test	False	0.9999	True	0.9885
6158	мразь! нет слов, чтоб выразить свое презрение к этому ублюдку.	нет слов, чтоб выразить свое презрение к этому человеку	0.9946216344833374	ru_test	False	0.9999	True	0.9883
3696	а кто тебя заставляет их лайкать?не хочешь не надо,дура блин..	А кто тебя заставляет их лайкать? не хочешь не надо	0.9748270511627196	ru_test	False	0.9999	True	0.9883
6038	ты маниторны герой ты пидрила концинный.	ты маниторны герой ты плохой человек	0.995468258857727	ru_test	False	0.9999	True	0.9883
1543	да а я сегодня познакомилась нехотя с блядью мужа	Да я сегодня познакомилась нехотя с любовницей мужа	0.986912727355957	ru_test	False	0.9999	True	0.9883
4442	это вы долбоебки не тем местом думаете	при выполнении работы  нужно думать головой	0.9941880702972412	ru_test	False	0.9999	True	0.9882
5690	вы вряд ли сможете понять все эти элементарные ..., это не огульно обвинять и пиздеть о том, чего не понимаешь	Вы вряд ли сможете понять всё эти элементарные вещи, это неправильно обвинять и говорить о том, что не понимаешь	0.8587813377380371	ru_test	False	0.9999	True	0.9882
5693	какой пидор,это выставил?! ты сука эти пенсии в литве и латвии видел?, укроп ты ебучий!	Кто это выставил?Ты эти пенсии в Литве и Латвии видел?	0.9967269897460938	ru_test	False	0.9999	True	0.988
4333	такой, сякой хуйкин - папа мой родной /// прям песня🤗	Такой сякой- папа мой родной /// прям песня	0.99021178483963	ru_test	False	0.9999	True	0.988
1449	а сам блядь в канаду с ебался упырь	А сам в Канаду уехал	0.9970657229423524	ru_test	False	0.9999	True	0.9873
2844	пусть бацка знает, каких хуеплётов он поддерживал ранее и кого считал своими братьями	Пусть батька знает, каких людейион поддерживал ранее и кого считал своими братьями	0.9913334250450134	ru_test	False	0.9999	True	0.9873
1894	какая нахрен 5-я колонна? какая америка и европа? вот дадут потомство эти ангелы и пиздец россии.	какая  5-я колонна? какая америка и европа? вот дадут потомство эти ангелы и пипец россии.	0.9917625188827516	ru_test	False	0.9999	True	0.9863
4413	Для сравнения мои предки держали твоих как ебаный прямоходящий скот около 300 лет, будучи по численности раз в 10 меньше	Для сравнения мои предки держали  прямоходящий скот около 300 лет, будучи по численности раз в 10 меньше	0.980842351913452	ru_test	False	0.9999	True	0.9862
1650	дочь в нее пошла-такая же ебанутая	дочь в нее пошла-такая же	0.9917781352996826	ru_test	False	0.9999	True	0.9862
2596	В Бангладеше тоже население растёт, дебил.	В Бангладеше тоже население растёт	0.9790185689926147	ru_test	False	0.9999	True	0.9862
7216	и правильно,пусть пиздует в родные пенаты!	и правильно, пусть идёт в родные регаты!	0.995692789554596	ru_test	False	0.9999	True	0.9862
5159	Дядя, ты дурак? Социалка - это не только пособия, это вообще черты так называемого социального государства, воплощающего некоторые социалистические идеи	Социалка - это не только пособия, это вообще черты так называемого социального государства, воплощающего некоторые социалистические идеи	0.9564260244369508	ru_test	False	0.9999	True	0.9862
4461	Купили подделку за 7к, блядь, совсем дебилы? Хотя эти же Челябинск, чему удивляться.	Купили подделку за 7к,Хотя эти же Челябинск, чему удивляться	0.9878146648406982	ru_test	False	0.9999	True	0.9862
5580	как всегда охуевшая крылатая пехота впереди..	как всегда  крылатая пехота впереди	0.9909217953681946	ru_test	False	0.9999	True	0.9862
711	пиздаболка!!! ты бы сейчас вообще стоять не могла бы, какие там десять человек, под омон ни разу ни попадала	Не болтай ты бы сейчас вообще стоять не могла бы какие там десять человек с ОМОНом ни разу дело не имела	0.993359386920929	ru_test	False	0.9999	True	0.986
1151	ты рф живешь и грязтю россию полеваеш.хуйло	ты в рф живешь и грязью россию полеваешь	0.9958738684654236	ru_test	False	0.9999	True	0.9856
5992	блядь, аж зла не хватает! песна написана предположительно 1920-21	аж зла не хватает песня написана предположительно 1920-21	0.9908469319343568	ru_test	False	0.9999	True	0.9856
2615	сто процентов твоя правда с 4 утра хуя ищит ,но все ее отвергают а она липнет как гавно в обуви	Сто процентов твоя правда с 4 утра мужчину ищет,но все ее отвергают,а она навязывается	0.9888961315155028	ru_test	False	0.9999	True	0.9856
6754	В-четвертых, рубль не привязан к доллару, как какой-нибудь юань, блядь	В четвёртых рубль не привязан к доллару,как какой нибудь юань	0.8589450716972351	ru_test	False	0.9999	True	0.9856
4441	уберите от сюда наркомана высоцкого,урода ебаного.	Уберите отсюда высоцкого	0.9952117800712584	ru_test	False	0.9999	True	0.9847
2059	вот на этом ты сука и пытаешься выжить	вот на этом ты и пытаешься выжить	0.9910900592803956	ru_test	False	0.9999	True	0.9834
7348	Результатов: примерно 176 000 Тупой ЛЕБРОН опять напиздел	Результатов: примерно 176 000. ЛЕБРОН опять обманул	0.9734691977500916	ru_test	False	0.9999	True	0.9834
1907	До сих пор шрам на лбу от столба, понаставят на тратуарах, сволочи!	До сих пор шрам на лбу от столба, понаставят на тратуарах!	0.9589573740959167	ru_test	False	0.9999	True	0.9834
5421	Так это не фантазии, дебил, это вывод с ваших же постов.	Так это не фантазии, это вывод с ваших же постов.	0.9812812209129332	ru_test	False	0.9999	True	0.9824
1552	😂с чего ты взял,что ты журналист,олень ты чмошный!!!!	😂с чего ты взял,что ты журналист	0.9924905896186828	ru_test	False	0.9999	True	0.9824
1166	вот такие мнения и создают мнение,что сосед хуйло,компромисса нет.	Вот такие мнения и создают мнение,что сосед плохой, компромисса нет	0.9882383942604064	ru_test	False	0.9999	True	0.9819
6045	у меня одно слово сука зачем заводить животное если ты не можешь его любить и сделать за ним???????????????	у меня одно слово зачем заводить животное если ты не можешь его любить и сделать за ним????????????????	0.9827097654342652	ru_test	False	0.9999	True	0.9811
958	эту дрянь на лесоповалы чтоб там комары его сожрали говго	Его на лесоповалы надо послать.	0.9746598601341248	ru_test	False	0.9999	True	0.9811
3803	Звонишь в полицию, говоришь адрес заведения, хули ты как пидорашка? И ничего не будет.	Звонишь в полицию, говоришь адрес заведения и ничего не будет.	0.9916216135025024	ru_test	False	0.9999	True	0.9811
896	пидорасня конченая , и не как иначе , факт ...	плохой человек , и не как иначе , факт ...	0.9964203834533693	ru_test	False	0.9999	True	0.9811
3940	за ошибки правителей-долбоебов всегда расплачивается народ.	за ошибки правителей всегда расплачивается народ.	0.9917026162147522	ru_test	False	0.9999	True	0.9811
3833	так поступают не люди, а твари!	Это поступок плохих людей	0.9876152276992798	ru_test	False	0.9999	True	0.9811
2762	такие вые*ки как этот смирнов, лучшая реклама атеизма)	такие как этот  смирнов лучшая реклама атеизма	0.9908918738365172	ru_test	False	0.9999	True	0.9811
6048	Алсо, у тебя проблема со склонением в заголовке.	Алсо, у тебя проблема со склонением в заголовке.	0.9331057071685792	ru_test	False	0.9999	True	0.9811
6023	а ты чушка хохложопая зачем здесь?	А ты зачем здесь?	0.9949447512626648	ru_test	False	0.9999	True	0.9811
2546	да хоть хуекин прийдет - засушенный моржовый член получат фашисты а не донбасс...	да хоть кто прийдет - не получат фашисты  донбасс...	0.9962111711502076	ru_test	False	0.9999	True	0.9803
4417	по моему пиндосов больше всех в россии в свердловске, как раз середина россии по обе стороны вот и контролируют либералов	По моему американцев больше всего в России в Свердловске, как раз середина России по обе стороны вот и контролируют либералов	0.9731094241142272	ru_test	False	0.9999	True	0.98
4222	Вот пидарасы! Ну ничео перед ЖЕНЩИНОЙ они ещё встанут на колени!	Ну перед ЖЕНЩИНОЙ они ещё встанут на колени!	0.9952911138534546	ru_test	False	0.9999	True	0.9793
2946	а что, ссышь насоящую рожу показать на странице??? ))))) чего пидар прячешься???	А что, боишься показать настоящее лицо на странице? Чего ты прячешься?	0.9953340888023376	ru_test	False	0.9999	True	0.9789
5983	а ты бы не пиздел впустую	А ты бы не говорил впустую	0.9949243068695068	ru_test	False	0.9999	True	0.9777
4569	Вот тут, ты не прав! Здесь могут и на хуй послать.	Вот тут, ты не прав! Здесь могут и послать.	0.9897041916847228	ru_test	False	0.9999	True	0.9777
6754	В-четвертых, рубль не привязан к доллару, как какой-нибудь юань, блядь	В-четвертых, рубль не привязан к доллару, как какой-нибудь юань	0.8589450716972351	ru_test	False	0.9999	True	0.9777
3772	не думал что у сябров столько долбоёбов! ((	Не думал что у Сябров много плохих людей.	0.9936477541923524	ru_test	False	0.9999	True	0.9767
563	слышь пидрила ты на расстоянии такой смелый? ...	слушай ты на расстоянии такой смелый?...	0.992605686187744	ru_test	False	0.9999	True	0.9767
3475	а сколько таких долбоебов на дороге,это ужас !!!	а сколько таких людей на дороге,это ужас !!!	0.995183289051056	ru_test	False	0.9999	True	0.9765
355	как заебали, то проход в ноги и то валяние на полу..	как надоели, то проход в ноги и то валяние на полу..	0.9910094738006592	ru_test	False	0.9999	True	0.9765
6460	пизда малолетняя себе нихуя для пропитания не сможет добыть	Она не сможет для пропитания ничего добыть	0.9956104159355164	ru_test	False	0.9999	True	0.9721
1631	Его брат и отец арестованы ШАБАК	Его брат и отец арестованы .	0.9693207144737244	ru_test	False	0.9999	True	0.9692
4443	вот редкая тварь один раз избрали а теперь хер выгониш	один раз избрали а теперь невыгониш	0.994097113609314	ru_test	False	0.9999	True	0.9631
6663	Хотел занять? Тогда да,проще позвонить , чем у кого то занимать..шорт побьяри! Откеля у меня в башке это??	Хотел занять ? Тогда да , проще позвонить , чем у кого то занимать . Откуда у меня это в голове ?	0.9655038118362428	ru_test	False	0.9999	True	0.9631
5852	чё за хуйня , какой она министр, вы хоть поинтересуйтесь кто у нас министр труда,а потом слюной брызгайте:-d :-d :-d	вы хоть поинтересуйтесь кто у нас министр труда	0.990656077861786	ru_test	False	0.9999	True	0.9618
6047	как же ты тут задолбал пидор долбаный!!! свали с экрана черт задроченый	Как же ты надоел! Уйди с экрана	0.9966089725494384	ru_test	False	0.9999	True	0.9616
2107	так что не хрюкай бандера ты...	Так что не говори	0.9091923832893372	ru_test	False	0.9999	True	0.9616
277	Будешь травить с регистрацией по паспорту чмо абоссаное	Будешь травить с регистрацией по паспорту	0.9936167001724244	ru_test	False	0.9999	True	0.9565
5390	ты кто? еще пиздюк, так говорить!!научитесь грамоте!!!	ты кто? еще мал, так говорить!!научитесь грамоте!!!	0.9956203103065492	ru_test	False	0.9999	True	0.9565
6027	эти пидарасы бы ловили преступников, как и дед сказал	они бы ловили преступников как дед сказал	0.9959151148796082	ru_test	False	0.9999	True	0.9565
6901	автор такую хуйню пишет!какой пример показываешь молодежи?!дебил!это дерьмовая система! ауе)))моральные уроды!	Мне не нравится мнение этого автора. Какой он пример показывает молодежи? Мне не нравится эта система	0.9955719709396362	ru_test	False	0.9999	True	0.9556
888	Пиздец у тебя чувство юмора, конечно...	Нет чувства юмора	0.9814608693122864	ru_test	False	0.9999	True	0.9552
488	даже вголове неукладывается, что есть такие дебильные дуры.	даже вголове неукладывается, что есть такие девушки	0.9511713981628418	ru_test	False	0.9999	True	0.9497
401	Ну и вот выходить что эта скотобаза решает что хочется чего-то необычного ну чтобы люди смотрели чтобы выделяться	Ну и вот выходит что он решает что хочет чего то необычного ну чтобы люди смотрели чтобы выделяться	0.9461956024169922	ru_test	False	0.9999	True	0.9483
3468	набить ему морду и не допускать близко судить матчи вообще!!!	не разрешать ему больше судить матчи	0.9911161661148072	ru_test	False	0.9999	True	0.9428
1045	свой член он, видимо на помойке нашёл, втыкает во все дырки,, позорник, фу, противно	Он видимо не разборчив в своих отношениях, фу аж противно.	0.9916055202484132	ru_test	False	0.9999	True	0.9379
6023	а ты чушка хохложопая зачем здесь?	а ты гражданка зачем здесь?	0.9949447512626648	ru_test	False	0.9998	True	0.9941
3316	в украине всему пизда..всё в польше, там они платят налоги..	В Украине все плохо.все в Польше.там они налоги платят	0.9919236302375792	ru_test	False	0.9998	True	0.9839
7195	покажи мне хоть одну монету древне дырявого армянского гос., лучше заткнись и соси руский член вам без него не прожить.	покажи мне хоть одну монету древне-армянского гос.	0.9922103881835938	ru_test	False	0.9998	True	0.9793
3078	Че за ДЦ? Вашингтон ДЦ? Что же тебе в рашке-то не живется? Пукена выбирал, давай наслаждайся теперь.	Че за ДЦ? Вашингтон ДЦ? Что же тебе в россии-то не живется? Путина выбирал, давай наслаждайся теперь.	0.973163366317749	ru_test	False	0.9998	True	0.9777
6423	так им по жизни сука на их морде скотч намотан будет	Так им по жизни молчать	0.9858697652816772	ru_test	False	0.9998	True	0.9629
6996	вот такие долбоёбы и управляют страной	вот такие люди управляют страной	0.9949225783348083	ru_test	False	0.9998	True	0.9411
3232	полная чушь,купи гуся и еби ему мозги,идиот...	Полная чушь, мне не ври.	0.9944612979888916	ru_test	False	0.9998	True	0.929
6498	кто выбирает этих долбаёбов??? мы идём на участки и голосуем молча ,думая о светлом будущем	Кто выбирает этих людей???мы идём на участки и голосуем молча,думая о светлом будущем	0.9916542768478394	ru_test	False	0.9996	True	0.9986
7242	А где я это утверждал, чмоха? Опять спалились.	А где я это утверждал? Опять спалились.	0.9749051928520204	ru_test	False	0.9996	True	0.9915
872	Блять, чувак, реально, прекращай это пить, это не молоко или ты просто долбоеб	Чувак, прекращай это пить, это не молоко	0.9957928657531738	ru_test	False	0.9996	True	0.9911
6736	такая же херь ---- в 6 утра ----в субботу------- пидорасы	Токая же ерунда в 6 утра в субботу	0.9910119771957396	ru_test	False	0.9996	True	0.9877
6045	у меня одно слово сука зачем заводить животное если ты не можешь его любить и сделать за ним???????????????	Зачем заводить животное если ты не можешь его любить следить за ним?	0.9827097654342652	ru_test	False	0.9996	True	0.9863
5358	блять, вы с хохлами заебали - а сейчас ещё и всё казахское говно сюда в po притащите	Мне надоели темы про украинцев и про казахов тоже не надо говорить	0.9965304732322692	ru_test	False	0.9996	True	0.9856
3077	Ты настолько туп что не понимаешь даже что время- это иллюзия.	Ты настолько необразован, что даже не понимаешь что время - это иллюзия	0.9084442853927612	ru_test	False	0.9996	True	0.9852
2196	ебанутая кура ,я не имею отношения к агрономии.	я не имею отношения к агрономии.	0.9926687479019164	ru_test	False	0.9996	True	0.9832
6460	пизда малолетняя себе нихуя для пропитания не сможет добыть	ничего себе для пропитания не сможет добыть	0.9956104159355164	ru_test	False	0.9996	True	0.9721
7266	уроды....он один из лучших полководцев в истории...жаль	Жалко одного из лучших полководцев в истории	0.9866032600402832	ru_test	False	0.9996	True	0.9379
1817	позор, власти!!! уроды, деньги дерут за всё, не как не нажрутся!! это вам не в ссср.	деньги дерут за всё, не как не нажрутся!! это вам не в ссср.	0.9868803024291992	ru_test	False	0.9996	True	0.9059
4718	Сука мои глаза кровоточат, про какой там нахуй тубик тебе посты делать, пяздуй за букварем срочно!!!!	ничего не понимаю, неси букварь	0.994955599308014	ru_test	False	0.9996	True	0.9006000000000001
2737	да надо было е му как широков заебашить прям на поле:-d﻿	да надо было ему как широков забить прям на поле	0.9919644594192504	ru_test	False	0.9994	True	0.9863
4902	на том свете уже не отмажет никто, тварььь 😡	На том свете уже никто не отмажет	0.9873552918434144	ru_test	False	0.9993	True	0.9972
1652	это не русские,дурашка.это оскотиненное быдло расчеловеченное кошерным телевизорм,навсегда утратившее связь со своим народом.из русских в турции только разведка и дипломаты.	это не русские, а люди испорченные телевизором, навсегда утратившее связь со своим народом. Из русских в турции только разведка и дипломаты.	0.9839260578155518	ru_test	False	0.9993	True	0.9862
6149	ебло закрой,обиженная жизнью баба,а то права она знает,лучше бы ты знала что нельзя чужих детей срать.	Прекратите, женщина! А то права вы знаете, а то что чужих детей нельзя оскорблять- нет.	0.9945464134216307	ru_test	False	0.9993	True	0.98
2751	жидовка галимый и неумелый фотожоп постит, думает что здесь дураки слепые.:d	Хитрая неумелый и, откровенный фотошоп постит. Думает,что здесь все глупые!	0.9934788942337036	ru_test	False	0.9993	True	0.9763
120	какая сволочь его после этого на работу возьмет	Какой непорядочный человек его после этого на работу возьмёт	0.970633864402771	ru_test	False	0.9993	True	0.9616
4914	какого хера вы доебались до человека	Чего Вы пристали к человеку	0.9946709275245668	ru_test	False	0.9992	True	0.999
4085	но если она обиделась, пусть сосёт прощения)	Но если она обиделась, пусть просит прощения	0.9450635313987732	ru_test	False	0.9992	True	0.9972
2162	Каких вы блядь пруфов ждете, ебантеи	Какие нужны доказательства	0.9928643703460692	ru_test	False	0.9992	True	0.9972
3462	молодец - надо было ещё по ебальнику дать	Молодец, надо было еще более строго его наказать	0.994899570941925	ru_test	False	0.9992	True	0.9972
4479	Пшеки будут потом оплотом белого мира.	Поляки будут потом оплотом белого мира.	0.9052773714065552	ru_test	False	0.9992	True	0.9897
6595	лишь бы машинам их ним и им уродам было хорошо, а там трава не рости	Лишь бы машинам их ним и им было хорошо,а там трава не рости	0.9269394278526306	ru_test	False	0.9992	True	0.9883
3100	👍 👍 👍 пора эту падаль отстреливать	Пора этих людей наказывать.	0.9958935976028442	ru_test	False	0.9992	True	0.988
3579	уроды, как можно таких красавцев просто бросить на улице.	как можно таких красавцев бросить на улице?	0.9889904260635376	ru_test	False	0.9992	True	0.9862
5410	Ща я все поясню погодь, до дома доберусь, вискаря въебу и расскажу тебе что почём	сейчас я все поясню подожди,до дома доберусь,виски выпью и расскажу тебе	0.980183243751526	ru_test	False	0.9992	True	0.9852
1708	Теперь тащи пруфы наличия их на Дваче.	Теперь неси пруфы наличия их на дваче	0.9142071008682252	ru_test	False	0.9992	True	0.9834
5781	руся, перестань, природа одарила тебя большой жопой, а ты тварь неблагодарная, не можешь вилять попой.:-d﻿	руся перестань природа одарила тебя большой попой а ты  не благодарная не можешь вилять попой	0.9922853708267212	ru_test	False	0.9992	True	0.9777
1773	Тут был видос и новость как в каком-то из штатов чувак пристрелил толкнувшего его агрессивного быдлана на парковке у молла	Тут был видос и новость как в каком-то из штатов парень пристрелил толкнувшего его агрессивного мужчину на парковке у молла	0.9598286747932434	ru_test	False	0.9992	True	0.9705
6974	всем надоела эта проститутка длинноногая стерва	Всем она надоела	0.9796350598335266	ru_test	False	0.9992	True	0.9616
5983	а ты бы не пиздел впустую	А ты бы не говорил впустую	0.9949243068695068	ru_test	False	0.9992	True	0.9565
6786	Но я никак не могу одобрить действия ублюдков, которые давят животных и хвастаются этим, убивают всех собак подряд, разбрасывают отраву.	Но я никак не могу одобрить действия людей, которые давят животных и хвастаются этим, убивают всех собак подряд, разбрасывают отраву.	0.9770359396934508	ru_test	False	0.9992	True	0.9483
6595	лишь бы машинам их ним и им уродам было хорошо, а там трава не рости	лишь бы машинам их ним и им было хорошо, а там трава не рости	0.9269394278526306	ru_test	False	0.9992	True	0.9379
3105	вся эта мразь силовая защищает бандитов 90 - х	Они защищают бандитов 90 - х	0.987539291381836	ru_test	False	0.9992	True	0.9285
1552	😂с чего ты взял,что ты журналист,олень ты чмошный!!!!	С чего ты взял что ты журналист	0.9924905896186828	ru_test	False	0.9992	True	0.9252
6326	ты пидор сам знаешь куда окунаешься каждый день!	Ты сам знаешь, куда окунаешься каждый день!	0.9963035583496094	ru_test	False	0.9991	True	0.9856
1959	тебя за такие слова мразь удавить мало	Тебя за такие слова наказать следовало бы	0.9963359832763672	ru_test	False	0.999	True	0.9911
6080	Просто даже аутичные потуги что-то придумать зашли нахуй в неизвестном направлении.	Просто даже аутичные потуги что-то придумать зашли  в неизвестном направлении.	0.8277694582939148	ru_test	False	0.999	True	0.9777
3774	господи! зачем таким уродам бог даёт детей, его бы самого за яйца подвесить	господи! зачем таким людям бог даёт детей, его бы самого наказать	0.9964035749435424	ru_test	False	0.999	True	0.9379
1106	папа вроде нормальным был а сынок говнюком вырос	папа вроде нормальным был а сын не похож на отца	0.9385437965393066	ru_test	False	0.9988	True	0.9967
6996	вот такие долбоёбы и управляют страной	Вот такие и управляют страной	0.9949225783348083	ru_test	False	0.9987	True	0.9995
2898	ТС, сволоч! 5 раз пересмотрел, думал какая хуйня случится.	ТС! 5 раз пересмотрел, думал какая ерунда случится.	0.9948194622993468	ru_test	False	0.9987	True	0.9995
888	Пиздец у тебя чувство юмора, конечно...	Ну у тебя и чувство юмора, конечно	0.9814608693122864	ru_test	False	0.9987	True	0.9972
6595	лишь бы машинам их ним и им уродам было хорошо, а там трава не рости	Лишь бы их машинам и им было хорошо , а там «трава не рости»	0.9269394278526306	ru_test	False	0.9987	True	0.9971
4750	прошмандовка собирается убивать москалей.так почему не идете освобождать крым???ссыте,потому,что там действительно российская армия и даст вам так,что мало не покажется.	Эта женщина собирается убивать москалей.так почему не идете освобождать крым??? Боитесь,потому,что там действительно российская армия и даст вам так,что мало не покажется.	0.9690919518470764	ru_test	False	0.9987	True	0.9967
7586	для всех долбоебов .........кто еще во что-то веритвот тут все сказано	Для всех, кто ещё во что-то верит тут все сказано	0.9943222999572754	ru_test	False	0.9987	True	0.9962
5972	дочя говорят ты ты в садике материшься и пиз блы ят и с гиsнкипет	доча говорят ты в садике ругаешься	0.9836777448654176	ru_test	False	0.9987	True	0.9952
3443	автор иди ты на хуй со своими классами деду они и на хуй не нужны	Деду не нужны твои классы, автор	0.9969964027404784	ru_test	False	0.9987	True	0.9912
7622	Чё, коллеги уже домой свалили, один сидишь?	Что коллеги уже домой ушли, один сидишь?	0.8546906113624573	ru_test	False	0.9987	True	0.9904
6216	это ответ чмошника!!! если сам оскорбляешь, это нормально а если ответа сразу хам	Это ответ недобросовестного человека . Если сам оскорбляешь , это нормально , а если ответят , сразу - хам .	0.9784672260284424	ru_test	False	0.9987	True	0.9897
2526	зачем надо было такую породу придумать ебаные чмошники	Зачем придумали такую породу?	0.9951066970825196	ru_test	False	0.9987	True	0.9883
4630	верю, что ты хороший парень, дон гандон	Верю,что ты хороший парень.	0.993489384651184	ru_test	False	0.9987	True	0.9874
5760	Была же информацию что пиндосы собирают генетические материалы россиян..	Была же информацию что американцы собирают генетические материалы россиян..	0.9727186560630798	ru_test	False	0.9987	True	0.9832
